UNIQUE_KEY;Nom_usuel;Prenom_usuel;Titre_usuel;Sexe;Nationalite;Date_naissance_recherche;Lieu_naissance;Date_deces_recherche;Lieu_deces;Profession;Commentaire biographique;Programme;Etat_avancement_saisie
159932;Pasquier;;;inconnu;;19e siècle;;19e siècle;;;Son nom figure parmi les acheteurs de la vente Durand (1836).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
145300;Pelamcha;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162794;Peliz ?;;;inconnu;;;;;;collectionneur;Nom apparaissant sur le PV de la vente Pourtalès en 1865. Personne non identifiée. Il se pourrait s'agir d'une mauvaise orthographe et donc d'une mauvaise lecture de Pills.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
81833;Périn;Félix;;masculin;;21 mars 1836;Paris;15 avril 1891;;architecte;"Biographie rédigée par Marie-Laure Crosnier Leconte : Matricule de l'Ecole des Beaux-Arts : 1939. Alexandre Félix Périn, né à Paris 2è [8, rue de la Tour-des-Dames, Paris 9è] le 21 mars 1836, petit-fils de L L. Périn miniaturiste, fils d'Alphonse Périn 38 ans peintre d'histoire, et de Marie Hortense Michelle Curmer 20 ans, élève de Charles Questel (à l'atelier le 30 septembre 1858), admis le 12 novembre 1859, obtient un total de 25 valeurs dont 3 Médailles en Construction en fers, construction générale et construction en bois, 1è classe et dernière mention le 10 octobre 1862 (architecte, artiste peintre et statuaire; inspecteur des travaux de la Bibliothèque Nationale en 1863, sous la dir. de Henri Labrouste (1801-1875), donne sa démission à la mort de Labrouste; travaux dans des châteaux et des chapelles de la Charente, notamment à Villevert et Auzac, où il remplit les rôles d'architecte, de peinte et de statuaire; publications diverses; chevalier de Saint-Grégoire-le-Grand, Grand-Croix d'Isabelle-la-Catholique; mort le 15 avril 1891; Archives nationales de France, AJ/52/378, dossier d'élève; notice nécrologique par Alphonse Gosset dans L'Architecture, 25 avril 1891, p. 203; Delaire) Ajouts de Morgan Belzic : Le nom Périn apparaît pour l'achat d'un lot d'antiquités lors de la vente Paravey en 1879, suivi de l'adresse ""20 rue d'Aumale"", qui permet d'identifier Félix Périn : c'est l'adresse qui figure sur son inventaire après décès, en 1891.";"Dictionnaire des élèves architectes de l?École des beaux-arts de Paris (1800-1968) - INHA;Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
144313;Pétillat;Théodore;;masculin;;1798;Thorigny-sur-Oreuse;;;;A partir de 1825, Louis-Marie-Théodore Pétillat devient secrétaire du duc Pierre Louis Jean Casimir de Blacas d?Aulps (1771-1839). Il transmet ensuite cette charge en 1867 à son gendre Alfred Baillehache (1831-1892), mari de sa fille Berthe, avocat n° 70 rue de Lille à Paris.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
164937;Peyre;Émile;;masculin;;1928;Bruxelles;1904;Paris;architecte;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";En cours de saisie
159256;Pièron;;;inconnu;;19e siècle;;19e siècle;;;Son nom figure parmi les acheteurs de la vente Durand.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162795;Pils;;;inconnu;;;;;;collectionneur;Nom apparaissant sur le PV de la vente Pourtalès en 1865. Personne non identifiée.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
158752;Pinty (?);;;inconnu;;;;;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
4016;Piot;Eugène;;masculin;"France;";11 novembre 1812;Paris;17 janvier 1890;Paris;collectionneur;Membre de la Société de l?histoire de France (1843) Membre de la Société de l?histoire de Paris et de l?Île-de-France (1874-1881) Membre résidant de la Société nationale des antiquaires de France (1843) Membre correspondant de l?Institut archéologique de Rome (1865) Membre de l?Académie de Saint-Ferdinand (1873) Eugène Piot est issu d?une famille d?agriculteurs mais ne se destine pas à cette discipline. Le médecin de Louis XVIII, qui est aussi un proche convainc le père d?Eugène de le placer sous la responsabilité d?un professeur de pension dans le Marais à Paris. Très jeune, il hérite de la fortune familiale, obtient son bac et se dirige vers des études de droit. Ami de Théophile Gautier, ils apprennent ensemble le latin et fréquentent les musées parisiens. Piot quitte la capitale pour la Belgique puis la Hollande où il étudie la peinture. Dans ce but, il passe du temps à étudier les maitres anciens de l?art flamand à Anvers et Bruxelles. En 1838 il voyage en Italie, en 1839 en Allemagne puis visite l?Autriche, la Hongrie et le Danemark. Aux côtés de Gautier, il voyage en Espagne en 1840 avant de rentrer à Paris. Son retour est marqué par la création de la revue intitulée le Cabinet de l?Amateur. Dans ce projet, il s?entoure d?experts tels que Raoul-Rochette et Lenormand et confie l?illustration de sa revue à des artistes célèbres comme Delacroix et Meissonnier. Le Ministère de l?intérieur le charge en 1846 de se rendre en Italie afin de « recueillir des renseignements sur la fonte des bronzes, l?orfèvrerie et les applications de l?art à l?industrie du XVe au XVIe siècle ». Il se déplace les années suivantes en Italie, en Grèce, en Sicile, en Angleterre et en Allemagne. C?est au cours de ces multiples déplacements qu?il développe son activité de photographe. Piot est très attaché à l?Italie. Il y fréquente les marchands et les antiquaires comme Raffaele Barone à Naples à qui il achète des antiques. Une première vente aux enchères de sa collection a lieu en 1864. Il est contraint à plusieurs reprises de vendre des objets pour pouvoir faire de nouvelles acquisitions. Il cède des bronzes, des marbres, des terres cuites des faïences, des peintures et des médailles. Piot, souffrant, quitte Paris et s?installe en Italie où il s?établit de 1864 à 1868, date à laquelle il part pour l?Orient. Au cours de ce voyage, il visite Athènes, Smyrne, Corfou, Chypre, Beyrouth, Constantinople, Damas puis revient par Athènes et Naples. On sait qu?il retourne en Italie en 1869, 1870 et 1871. Il est par ailleurs très actif lors des ventes parisiennes : il achète lors de nombreuses ventes d'antiques, comme la vente Pourtalès (1865) ou Paravey (1879). A la mort d?Eugène Piot, son testament indique qu?il nomme l?Académie des Inscriptions et Belles-lettres légataire universelle et stipule « Après mon décès, valeurs, meubles, immeubles et objets quelconques m?appartenant, seront réalisés et le produit placé en rente sur l?Etat trois pour cent à son nom. Le legs universel est fait dans le but d?ajouter à l?indépendance et à la liberté d?action de l?illustre société, pour être employé à toutes expéditions, missions, voyages, fouilles ou publications qu?elle croira devoir faire dans l?intérêt des sciences historiques et archéologiques, soit sous sa direction personnelle par un ou plusieurs de ses membres, soit sous celle de toutes autres personnes désignées par elle. De plus, une rente de deux mille francs est laissée à l?Académie des Beaux-arts pour récompenser un ouvrage de peinture ou de sculpture exécuté d?après un modèle d?enfants (?). Enfin des legs d?ouvrages de choix sont faits au Louvre et au Cabinet des estampes de la Bibliothèque nationale ».;"Guide des archives de l?art conservées en France (XIXe-XXIe siècles), GAAEL - INHA;Documents d'archives et documents photographiques de la Bibliothèque de l'Institut national d'histoire de l'art - INHA;Documents graphiques de la Bibliothèque de l'Institut national d'histoire de l'art - INHA;Répertoire des ventes d'antiques en France au XIXe siècle - INHA;Digital Muret - INHA;";Publiée
160787;Poncelet;Jean Baptiste Auguste;;masculin;;5 septembre 1807;;6 juin 1887;;collectionneur;"Sa collection est vendue en 1873 puis après sa mort en 1888 et 1890 ; une partie est achetée par les musées de Sens et Auxerre.";"Digital Muret - INHA;";Publiée
147435;Potocki;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
147799;Poupillier;;;inconnu;;19e siècle;;19e siècle;;;Poupillier figure parmi les acheteurs lors de la vente Durand (1836).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162722;Pourtalès;Charles de;;masculin;;1816;;1871;;collectionneur;Fils de James-Alexandre de Pourtalès, il rachète lors de la vente de 1865 quelques antiquités.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162775;Pourtalès;Edmond de;;masculin;;1828;;1895;;collectionneur;Fils de James-Alexandre de Pourtalès, frère de Charles et d'Elisa-Callixte de Pourtalès, il rachète 21 lots d'antiquités lors de la vente des biens de son père en 1865.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
163080;Pourtalès;Guillaume de;Comte de Pourtalès;masculin;"Suisse;";1815;;1889;;collectionneur;"Neveu de James Alexandre de Pourtalès. Père de Frédéric (II) de Pourtalès. Lors de la vente Pourtalès-Georgier, en 1865, les enfants du comte James-Alexandre, bénéficiaires de la vente, apparaissent aussi comme acquéreurs, ainsi que l'époux de sa fille, Charles de Ganay, et leur fils Maurice de Ganay. Lorsque le procès Verbal indique ""(G)me de Po(u)rtalès"" au lot n°118, il est difficile de déterminer qui il est. Néanmoins, l'on sait que le lot n°123 a été acquis en 1901 par l'Albertinum Museum de Dresde à Frédéric (II) de Pourtalès, fils de Guillaume de Pourtalès, qui l'avait acquis à la vente de 1865. Gme serait donc l?abréviation utilisée pour le distinguer de Charles, Robert et Edmond de Pourtalès. En ce dernier cas, ce pourrait être le neveu de James-Alexandre, Guillaume de Pourtalès (1815-1889), fils de son frère Frédéric (Ier) de Pourtalès.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
141878;Pourtalès;James-Alexandre de;Comte;masculin;;28 novembre 1776;Neuchâtel;24 mars 1855;Paris;banquier;Prince de Neuchâtel, il devient seigneur de la baronnie suisse de Gorgier en 1813 et l'année suivante, le roi de Prusse Frédéric III lui attribue le titre de comte le 19 mai. James-Alexandre est issu d?une influente et riche famille suisse protestante. De 1817 à 1840, il réside au 14 place Vendôme puis au 7 rue Tronchet, dans son hôtel particulier qu?il a fait construire par Félix Duban en 1838-1839 qui devient une galerie-musée. Le goût pour le collectionnisme d?objets antiques commence lors de son Grand tour, qu?il réalise en 1802 en compagnie du dessinateur (élève de David) et antiquaire Léon-Jean-Joseph Dubois. Certains dessins de Dubois seront publiés en 1822 dans l?ouvrage imprimé par Firmin-Didot intitulé Voyage pittoresque en Sicile, dédié à Son Altesse royale Madame la duchesse de Berry . Dès ce premier voyage, son attention se porte sur les antiques. Il y retourne dans un but d?acquisition. Il se rend à Rome, à Venise, et à Naples, plaques tournantes du commerce d?antiquités. James-Alexandre voyage aussi en Grèce. En 1817, il voyage en compagnie de Sotheby et Evans à Athènes, et prend contact avec Louis-Sébastien Fauvel alors consul de France. Le comte de Pourtalès-Gorgier acquiert de nombreuses antiquités au cours de ses voyages, il assiste également aux grandes ventes aux enchères parisiennes : Choiseul-Gouffier (1818), Fesch (1824), Vivant Denon (1826), Durand (1836), Magnoncour (1839) et Beugnot (1840). Sa collection, célèbre auprès de ses contemporains fait l?objet d?une réflexion muséographique au sein de l?hôtel Pourtalès de la rue Tronchet . Elle est mise en scène par le comte qui en fait un sujet d?étude pour les artistes, architectes et les archéologues. La collection d?antiques constituée au cours de la première moitié du XIXe siècle par le comte de Pourtalès-Gorgier se compose de vases, terres cuites, bronzes et marbres. Elle fait l?objet de trois publications dont deux catalogues financés par le comte lui-même : Panofka 1834 et Dubois 1841. A l?occasion de la vente aux enchères de 1865, le catalogue rédigé par Dubois est mis à jour et de nouvelles notices sont créées par Roussel et Mannheim pour les objets acquis par le comte entre 1841 et 1855. A la mort de Pourtalès, son testament impose un délai de dix ans avant la mise en vente de sa collection. Ce dernier espérait peut être qu?elle ne fut de ce fait point dispersée. Cependant en 1865, amis, collectionneurs privés et représentants de musées internationaux (Londres, Oxford, Berlin, Saint-Pétersbourg etc.) sont au rendez-vous. Leur présence et les sommes déboursées témoignent de la renommée de la collection du comte.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;Histoire des vases grecs (1700-1850) - INHA;Digital Muret - INHA;";Publiée
162801;Pourtalès;Robert de;;masculin;"France;";1821;;1874;;collectionneur;Maire puis député, Jacques Robert de Pourtalès est l'un des fils de James-Alexandre de Pourtalès. lors de la vente de 1865 il rachète un grand nombre d'antiquités avec 37 lots emportés.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
145292;Pratt;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
161972;Prol[and] (?);;;inconnu;;18e siècle;;19e siècle;;;Son nom, d'une lecture difficile, figure parmi les acheteurs lors de la vente Choiseul-Gouffier (1818).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
78734;Quantinet;Augustin;;masculin;;21 août 1795 (4 Fructidor An 3);Paris;1er mars 1867;;;"Biographie rédigée par Marie-Laure Crosnier Leconte : Matricule de l'Ecole des Beaux-Arts : 244. Augustin Théophile Quantinet, né à Paris (section faubourg Saint-Martin) le 21 août 1795, élève de J. Bienaimé, Pierre François Léonard Fontaine et Jean Nicolas Huyot, admis le 27 octobre 1813, son dossier d?élève manque, obtient 1 Médaille en esquisse en 1817, 1è classe le 28 mai 1819, obtient 3 Médailles en esquisse et projets rendus, Second Grand Prix le 23 septembre 1820 (Une École de Médecine), quitte l'École le 1er octobre 1820 (remplacé par Philipe Canissié), voyage en Italie et en Grèce à ses frais, en rapporte des relevés datés entre 1820 et 1824 (architecte à Paris 6è [entre 1832 et 1836, en 1861]; architecte du gouvernement, inspecteur des Bâtiments civils pour l'Arc de triomphe et le Palais de Justice; projets de reconstruction du château de Sceaux (Hauts-de-Seine) en 1844-1854, pour le duc de Trévise, qui sera réalisé par Joseph Lesoufaché en 1856-1858; châteaux, constructions particulières; membre de la Société libre des Beaux-Arts, membre de la Société centrale des architectes en 1843, et de l'Association Taylor; mort le 1er mars 1867; Archives nationales de France, AJ/52/97, procès-verbaux des assemblées des professeurs; Annuaire des artistes français, statistique des Beaux-Arts en France, 1832-1836; annonce de décès dans la Revue générale de l'architecture et des travaux publics, 1868, col. 275; Bauchal, 1887; Delaire, 1907; Vente de ses relevés en Italie et en Grèce, Millon, Hôtel Drouot, 31 octobre 2014; les 31 relevés d'architecture de l'antiquité grecque ont été acquis par la Bibliothèque de l'INHA; les relevés romains sont en vente à Rome : Disegni di architectture romane di Angustin-Théophile Quantinet (1795-1867), Rome, Paolo Antonacci, 2016, en ligne sur : http://paoloantonacci.com/wp-content/uploads/2016/09/Disegni-di-architetture-romane_mail.pdf)";"Dictionnaire des élèves architectes de l?École des beaux-arts de Paris (1800-1968) - INHA;Documents graphiques de la Bibliothèque de l'Institut national d'histoire de l'art - INHA;";Publiée
165849;Rain;Paul;;masculin;"France;";1833;;1885;;commissaire-priseur;Commissaire-priseur, nommé en 1864, en succession de M. Vavasseur, remplacé en 1884 par M. Léon George Desaubliaux. Il achète un lot lors de la vente Paravey, dont il est le commissaire, en 1879.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
4035;Raoul-Rochette;Désiré;;masculin;"France;";9 mars 1790;Saint-Amand-Montrond;5 juillet 1854;Paris;archéologue;Professeur d'Histoire au Lycée Louis-le-Grand de Paris (1813-1818) Membre de l'Académie des Inscriptions et Belles-lettres (1816) Professeur d'Histoire moderne à la Sorbonne (1816-1818) Rédacteur au Journal des savants pour la section archéologie (1817-1854) Conservateur au Cabinet des médailles et antiques de la Bibliothèque royale (1819-1848) Membre de la Société asiatique (1822) Membre résidant de la Société académique des antiquaires de la Morinie (1834-1840) Secrétaire perpétuel de l'Académie des Beaux-arts (1838) Désiré Raoul-Rochette nait fils de médecin à Saint-Armand mais ne succède pas à son père dans cette discipline. Orphelin très jeune il est élevé par son oncle orfèvre et fait sa scolarité à Bourges. En 1810, il part s'installer à Paris. A 21 ans, il épouse Claudine Houdon, fille du célèbre sculpteur avec qui il aura deux filles. En 1818, 1819 et 1820, il fait plusieurs voyages en Suisse. Il se dirige ensuite vers l?Italie et la Sicile, où il se rend en 1826, 1827, 1832, 1843, 1848 et 1851. Il visite sur place les musées et les ruines antiques. Dès 1826, il rassemble des objets et parvient rapidement à se former une importante collection d?antiques. On y retrouve surtout des vases, des terres cuites, des monnaies ainsi que quelques bronzes et marbres. Une part importante de ces objets est acquise lors des différents voyages, cependant il achète aussi lors des ventes aux enchères parisiennes, notamment des collections Choiseul-Gouffier (1816), Révil (1835), Beugnot (1840) et Canino (1837, 1840, 1843). Raoul-Rochette voyage également en Grèce. En 1838 il y effectue un voyage de sept mois durant lequel il visite Athènes, Délos et Syra. Il participe en tant que membre de la commission scientifique à l?expédition de Morée (1829-1831). Les nombreux voyages réalisés par Raoul-Rochette sont facilités par sa parfaite maitrise des langues anciennes et étrangères, qui lui permet aussi de côtoyer les spécialistes européens avec qui il entretient une importante correspondance écrite (Humboldt, Thiersch, Boech, Müller) et de qui il est très apprécié. Après sa mort, sa collection est vendue aux enchères à Paris les 30 avril et 1er mai 1855;"Livres français d'architecture (1512-1914) - INHA;Documents d'archives et documents photographiques de la Bibliothèque de l'Institut national d'histoire de l'art - INHA;Guide des archives de l?art conservées en France (XIXe-XXIe siècles), GAAEL - INHA;Répertoire des ventes d'antiques en France au XIXe siècle - INHA;Digital Muret - INHA;";Publiée
144499;Rattier;;;inconnu;;19e siècle;;19e siècle;;;Il figure parmi les acheteurs lors de la vente Piot (1847).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
161782;Ravenstein;Emile;;inconnu;;1812;;1899;;collectionneur;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162802;Raymond-Sabatier;Jean-Baptiste;;masculin;"France;";1810;;1879;;collectionneur;Nom apparaissant sur le PV de la vente Pourtalès en 1865. Personne non identifiée.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
165854;Raynaud;Maurice;;masculin;"France;";5 juillet 1834;Paris;29 juin 1881;Meudon;collectionneur;Maurice Reynaud est le mari d'Elisabeth Paravey, donc gendre de Charles Paravey. Médecin puis professeur de médecine, son nom apparaît lors de la vente Paravey comme co-bénéficiaire de la vente avec son épouse, mais aussi acquéreur. Il achète de nombreux objets que lui ou son épouse voulaient peut-être conserver. Une biographie a été rédigée par son petit-fils, Robert Maurice-Raynaud.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
164984;Ready;William Talbot;;masculin;"Angleterre;";;;;;marchand d'art;William Talbot Ready (1857-1914), tout comme son père et ses frères, travailla au British Museum à la restauration d'antiquités et à la création de copies de monnaies et médailles via la galvanoplastie, technique électrolytique d'orfèvrerie. Il devint marchant d'art spécialisé en numismatique et antiquités dans les années 1880. Il achète lors de la vente Tyszkiewicz de 1898 au profit Edouard Perry Warren avant d'être acheté par le Museum of Fine Art de Boston. Collectionneur lui-même, sa collection est vendue à Paris les 14 et 15 mars 1919.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
162767;Reboux ?;;;inconnu;;;;;;collectionneur;Ce nom apparaît sur le procès-verbal de la vente Pourtalès en 1865. La lecture est incertaine.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
142581;Regnier;;;masculin;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
4042;Reinach;Salomon;;masculin;"France;";29 août 1858;Saint-Germain-en-Laye;04-nov-32;Boulogne-Billancourt;conservateur de musée;;"Guide des archives de l?art conservées en France (XIXe-XXIe siècles), GAAEL - INHA;Livres français d'architecture (1512-1914) - INHA;Répertoire des expositions dans les musées français (1900-1950) - INHA;Histoire des vases grecs (1700-1850) - INHA;Fonds Poinssot : Histoire de l'archéologie française en Afrique du Nord - INHA / ANHIMA;Documents d'archives et documents photographiques de la Bibliothèque de l'Institut national d'histoire de l'art - INHA;Répertoire de cent revues francophones d'histoire et critique d'art de la première moitié du XXe siècle - INHA;La Bibliothèque d'art et d'archéologie de Jacques Doucet : corpus, savoirs et réseaux - INHA;Répertoire des ventes d'antiques en France au XIXe siècle - INHA;Art global et périodiques culturels - INHA;";Publiée
62905;Reiset;Frédéric;;masculin;"France;";12 juin 1815;Oissel;27 février 1891;Paris;conservateur de musée;Conservateur des dessins au Musée du Louvre.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
144436;Renaud;;;inconnu;;19e siècle;;19e siècle;;;Renaud apparaît dans la liste des acheteurs de la vente Beugnot (1840).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
144305;Révil;Narcisse;;masculin;;31 mars 1779;Paris;23 mars 1844;Paris;négociant;Marié en 1832 à Cécile Laurence Ygouf (1805-1898). Enfants : Constance Révil (1830-1910), Léon Révil (1844-1920). Narcisse Révil fait fortune dans le commerce des tissus avant de se retirer. Il se consacre alors à constituer une collection de tableaux, dessins, estampes et antiques, auxquels s'ajoutent des médailles et des pierres gravées dans les dernières années de sa vie. Sa collection est vendue aux enchères à Paris en 1830, 1835, 1842 et 1845.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;Digital Muret - INHA;";Publiée
158560;Rezé;de;;inconnu;;;;;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
164985;Rheinlander;Frederic W.;;masculin;"Etats-Unis;";12 février 1828;;24 septembre 1904;;collectionneur;Nom d'acheteur apparaissant dans le catalogue annoté de la vente Tyszkiewicz conservé au RVKD. Il fut vice-président du Metropolitan Museum of Art de 1871 à 1902, année à laquelle il devint président du MET jusqu'en 1904.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
162735;Ribellerie;;de la;inconnu;;;;;;collectionneur;Ce nom apparaît sur le procès-verbal de la vente Pourtalès en 1865. Se pourrait-il s'agir de Emmanuel Gitton de la Ribellerie ?;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
164986;Ribot;;;masculin;;;;;;collectionneur;Adresse associée : 97 rue Vaugirard Nom d'acheteur apparaissant dans le procès verbal de la vente Tyszkiewicz conservé au RVKD.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
144312;Richer;Théodore;;masculin;;19e siècle;;19e siècle;;;Il pourrait s'agir de Théodore Richer, notaire et maire de Bellegarde (Loiret) ou de son fils, également prénommé Théodore.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162737;Rilly ?;;de;inconnu;;;;;;collectionneur;Ce nom apparaît sur le procès-verbal de la vente Pourtalès en 1865.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
159267;Riocreux;Denis Désiré;;masculin;"France;";1791;Sèvres;1872;Sèvres;dessinateur;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
159467;Rocheux;;;masculin;;;;Avant 1821;;marchand;Rocheux acquiert au moins une ?uvre (n° 22 : Isis en bronze, copie d'antique) lors de la vente Choiseul-Gouffier (1818). Son fond de commerce est vendu en janvier 1820, en janvier-février 1821, ainsi qu'en avril 1839, à la suite du décès de son épouse, également marchande de curiosités.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162698;Roger;André-Hélène;Baron;masculin;;1804;;1880;;collectionneur;"Simplement écrit ""Baron Roger"" sur le PV de la vente Pourtalès (1865), il est noté son domicile au 6, rue d'Angoulême (à Paris, car aucune autre précision n'est apportée). Selon le Bulletin des Lois de 1866, un André-Hélène baron Roger est domiciliée à cette adresse. il s'agit donc certainement du second fils de Salomon louis Roger dit ""baron Roger"", collectionneur, qui dans L'Intermédiaire des chercheurs et curieux du 20-28 février 1917, n°1455 vol. LXXV est ainsi décrit : II. André Hélène, baron Roger , né le 23 décembre 1804, mort à Paris le 19 mai 1880 ; marié à Caroline-Adrienne- Adélaïde Le Roux, morte à Paris le 17 mai 1874, dont un fils. Il fut propriétaire à partir de 1853 de l'Hôtel de Massa à Paris, autrefois situé sur les Champs Elysées (déplacé depuis).";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
142582;Roger;Salomon Louis;baron;masculin;"France;";29 novembre 1765;Genève;4 octobre 1841;Paris;collectionneur;Baron de l?Empire en 1810, Salomon Louis Roger e?tait banquier, proprie?taire terrien et homme politique. Ses collections sont vendue après sa mort, en 1841, 1842 et 1844. La vente de sa collection d?antiquite?s a lieu en 1842. Le proce?s-verbal est manquant dans les minutes du commissaire-priseur Benoi?t-Antoine Bonnefons de Lavialle (1781-1856) conserve?es aux Archives de la Ville de Paris.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
161773;Roland;;;inconnu;;19e siècle;;19e siècle;;;Son nom figure parmi les acheteurs de la vente Choiseul-Gouffier (1818).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
163643;Roland;;;inconnu;;19e siècle;;19e siècle;;collectionneur;Son nom figure parmi les acheteurs de la vente Choiseul-Gouffier (1818).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
159776;Rollin;Camille;;masculin;"France;";1843;;1906;;marchand;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
147771;Rollin;Charles Louis;;masculin;;1777;Versailles;1853;;marchand;Père de Claude Camille Rollin (1813-1883) et grand-père de Camille Rollin (1843-1906), Charles Louis Rollin est marchand, expert et numismate. Sous-commissaire des vivres à l'armée d'Italie lors des guerres révolutionnaires, il s'installe à Paris en 1800 et ouvre une boutique de changeur sous les arcades du Palais Royal. Il exerce la profession de changeur jusqu'en 1834, puis se consacre uniquement au commerce des médailles. Expert en numismatique reconnu, il compte alors parmi ses clients Tôchon d'Annecy, Allier de Hauteroche, Millingen ou encore Mionnet.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
147772;Rollin;Claude Camille;;masculin;"France;";1813;;1883;;marchand;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
142477;Rondel;Baptiste-Victor;;masculin;;1795;;1865;;restaurateur;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
158751;Rondelle (?);;;inconnu;;;;;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162756;Roqueton ?;;;inconnu;;;;;;collectionneur;Ce nom apparaît sur le procès-verbal de la vente Pourtalès en 1865. La lecture est incertaine. Une seule occurrence.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
158191;Rothschild;Adèle Hannah Charlotte de;baronne Salomon de Rothschild;féminin;;1843;Francfort-sur-le-Main;1922;Paris;;;"Les collections Rothschild dans les institutions publiques françaises - INHA;";Publiée
158509;Rothschild;Charlotte de;baronne Nathaniel de Rothschild;féminin;;1825;Paris;1899;Paris;;;"Les collections Rothschild dans les institutions publiques françaises - INHA;";Publiée
166223;Rothschild de,;Alphonse;;masculin;"France;";1827;Paris;1905;Paris;banquier;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";En cours de saisie
147481;Rousseau;Jean;;inconnu;;19e siècle;;19e siècle;;marchand;Son nom figure parmi les acheteurs lors de la vente Canino (1837). Son nom (avec prénom) apparait dans les registres d'entrée du Cabinet des Médailles dans les années 1840-1850.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;Digital Muret - INHA;";Publiée
142526;Roussel;Camille;;masculin;;;;Janvier 1866;;expert;Fils d'un médecin, Camille Roussel commence des études de médecine qu'il abandonne à la mort de son père pour s'intéresser à la minéralogie. Il est alors élève de l'abbé Haüy. Il est chargé par Alexandre Brongniart de la classification des minéraux du cabinet d'histoire naturelle au Jardin des Plantes. Il conseille les collectionneurs et participe aux principales ventes publiques de la période (Vente Durand 1836, vente Beugnot 1840 et Canino 1840). Il collectionne les minéraux, les tableaux, etc.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
